place_id,name,site,type,borough,street,city,zip,state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,business_status,range,verified
ChIJU4cysyrXDIgRwmeWZYi-VXA,Starbucks,https://www.starbucks.com/store-locator/store/1013006/,Coffee shop,,2011 S Neil St,Champaign,61820,Illinois,40.0916199,-88.2462514,4.2,645.0,38.0,22.0,64.0,157.0,364.0,101,OPERATIONAL,$$,True
ChIJgSc3JaLXDIgRsN3Lg9X25K0,Suzu's Bakery,http://suzusbakery.com/,Dessert shop,Downtown Champaign,114 N Walnut St,Champaign,61820,Illinois,40.1168498,-88.2421904,4.7,175.0,8.0,0.0,7.0,7.0,153.0,238,OPERATIONAL,$,True
ChIJO5iask7XDIgRzDJ1ows_AQc,Cafe Luna,,Restaurant,Downtown Champaign,116 N Chestnut St,Champaign,61820,Illinois,40.116715,-88.240606,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1,CLOSED_TEMPORARILY,$$,False
ChIJVVUZUkrXDIgRRALd5Wn-Bzg,Chester's Bbq,,Barbecue restaurant,Downtown Champaign,302 S Neil St,Champaign,61820,Illinois,40.113791,-88.243132,,,,,,,,1,CLOSED_TEMPORARILY,,False
ChIJ41k3e-rXDIgRaRPRDdocbbI,Breaking Taco Truck,https://www.breakingtacotruck.com/#/,Restaurant,,505 E University Ave,Champaign,61820,Illinois,40.116016,-88.2310945,,,,,,,,2,CLOSED_TEMPORARILY,$,True
ChIJj75Ld2PXDIgReiuIymLWa50,Howdy,https://howdy.tamu.edu/,Fast food restaurant,Campustown,625 E Green St,Champaign,61820,Illinois,40.1101371,-88.2293585,4.1,121.0,11.0,7.0,10.0,19.0,74.0,19,CLOSED_TEMPORARILY,,False
ChIJqYNo0JTQDIgRZi9oPWykgfw,Bobo's Barbecue,,Barbecue restaurant,,1511 W Springfield Ave,Champaign,61821,Illinois,40.1125196,-88.2715711,4.3,548.0,46.0,8.0,34.0,94.0,366.0,108,OPERATIONAL,$$,False
ChIJfXySiRzXDIgRrgKxil6fWuM,Northern Cuisine,https://www.northerncuisineusa.com/,Chinese restaurant,Campustown,404 E Green St,Champaign,61820,Illinois,40.1104457,-88.2330726,4.7,62.0,2.0,2.0,0.0,4.0,54.0,318,OPERATIONAL,$$,True
ChIJ6dA3cbDRDIgRv-9Qu7vzM84,San Maru Korean Restaurant,https://sanmarucu.square.site/,Korean restaurant,,2504 Village Green Pl,Champaign,61822,Illinois,40.0819642,-88.2961397,4.6,295.0,8.0,7.0,13.0,48.0,219.0,400,OPERATIONAL,$$,True
ChIJcZM63A7aDIgRNALZmYWaZMQ,Red Lobster,https://www.redlobster.com/seafood-restaurants/locations/il/champaign/1901-n-prospect-ave,Seafood restaurant,,1901 N Prospect Ave,Champaign,61822,Illinois,40.138427,-88.258566,4.2,1774.0,102.0,76.0,164.0,458.0,974.0,524,OPERATIONAL,$$,True
ChIJw3YbibHbDIgROS8dvvXwofU,Chick-fil-A,https://www.chick-fil-a.com/locations/il/champaign-il?utm_source=yext,Fast food restaurant,,2301 N Prospect Ave,Champaign,61822,Illinois,40.1438671,-88.2583415,4.5,1824.0,84.0,31.0,92.0,296.0,1321.0,260,OPERATIONAL,$,True
ChIJU0Tj3IrQDIgRv8six_ax1yI,Wienerschnitzel,http://www.wienerschnitzel.com/,Fast food restaurant,,2102 W Springfield Ave,Champaign,61821,Illinois,40.113216,-88.2831658,4.3,1038.0,35.0,32.0,107.0,261.0,603.0,172,OPERATIONAL,$,True
ChIJQWWdNg7aDIgRW8wgVx_q0ao,LongHorn Steakhouse,https://www.longhornsteakhouse.com/locations/il/champaign/champaign/5404?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:champaign-il-5404_pl:locurl_rd:1346,Steak house,,2101 N Prospect Ave,Champaign,61822,Illinois,40.141394,-88.258592,4.2,1908.0,110.0,83.0,170.0,418.0,1127.0,518,OPERATIONAL,$$,True
ChIJB8B_1A7aDIgRz7I8huXJBkc,Five Guys,https://restaurants.fiveguys.com/901-b-west-anthony-drive,Fast food restaurant,,901 B Anthony Dr,Champaign,61821,Illinois,40.1377298,-88.2586179,4.0,1131.0,93.0,55.0,141.0,279.0,563.0,173,OPERATIONAL,$$,True
ChIJVe1y_w7aDIgRA30fAboi4CY,Fazoli's,https://locations.fazolis.com/il/champaign/2029-n--prospect-avenue.html?utm_source=yext+GMB,Italian restaurant,,2029 N Prospect Ave,Champaign,61821,Illinois,40.139866,-88.2585168,3.8,614.0,86.0,40.0,68.0,144.0,276.0,277,OPERATIONAL,$,True
ChIJYTMGZfDQDIgR6hXa6yv4GTM,Ming Garden,,Chinese restaurant,,1804 Sangamon Dr,Champaign,61821,Illinois,40.1025752,-88.2773325,4.2,199.0,15.0,11.0,10.0,37.0,126.0,24,OPERATIONAL,$,False
ChIJK0fhjCLRDIgR9Ej_-96KMaQ,"Sun Singer Restaurant, Wine & Spirits",http://www.sunsingerwines.com/,Restaurant,,1115 W Windsor Rd,Champaign,61821,Illinois,40.083205,-88.264459,4.6,740.0,22.0,11.0,40.0,132.0,535.0,520,OPERATIONAL,$$,True
ChIJxUgO8I7QDIgRpIz7R9qY7TM,La Bamba Mexican Restaurant,http://www.labambaburritos.com/,Mexican restaurant,,1905 Glenn Park Dr,Champaign,61821,Illinois,40.1188911,-88.2782704,4.3,878.0,50.0,29.0,79.0,166.0,554.0,190,OPERATIONAL,$,True
ChIJc68urSzRDIgRJ192SVqWFoU,Culver’s,http://www.culvers.com/restaurants/champaign-neil?utm_source=Google,American restaurant,,2302 S Neil St,Champaign,61820,Illinois,40.0854558,-88.2461754,4.4,1459.0,38.0,25.0,109.0,375.0,912.0,182,OPERATIONAL,$,True
ChIJRYD9rqbQDIgR2Msi21QIaPk,Krispy Krunchy Chicken,,Chicken restaurant,,922 W Bradley Ave,Champaign,61821,Illinois,40.1275039,-88.2603756,4.6,295.0,11.0,2.0,13.0,49.0,220.0,30,OPERATIONAL,$,True
ChIJw9c5z5LQDIgRAmM2pAle6sg,Pia's Sports Bar & Grill,,Bar & grill,,1609 W Springfield Ave,Champaign,61821,Illinois,40.1125033,-88.2737592,4.1,313.0,12.0,8.0,51.0,93.0,149.0,88,OPERATIONAL,$,True
ChIJmx0m1Z3RDIgRXBDRGo4vOL8,Sushi Siam,http://sushisiam.net/,Sushi restaurant,,1729 W Kirby Ave,Champaign,61821,Illinois,40.0972435,-88.2749313,4.6,195.0,6.0,4.0,11.0,15.0,159.0,233,OPERATIONAL,,True
ChIJ02IjnI_QDIgR4lpIJkRbGC0,Sonic Drive-In,https://www.sonicdrivein.com/locations/us/il/champaign/601-north-mattis-avenue/store-4258/?utm_source=google%20my%20business,Fast food restaurant,,601 N Mattis Ave,Champaign,61821,Illinois,40.1213749,-88.2775165,4.0,1048.0,91.0,61.0,122.0,281.0,493.0,92,OPERATIONAL,$,True
ChIJKWW2Y47QDIgRlpLrCaF3q9U,Monical's Pizza,https://www.monicals.com/locations/monicals-pizza-of-champaign-n-mattis-ave,Pizza restaurant,,205 N Mattis Ave,Champaign,61821,Illinois,40.11815,-88.2775972,4.4,847.0,34.0,25.0,62.0,185.0,541.0,159,OPERATIONAL,$$,True
ChIJA7nJkwnaDIgRFPRxumWiXe4,Popeyes Louisiana Kitchen,https://www.popeyes.com/store-locator/store/restaurant_84824?utm_source=yext,Chicken restaurant,,910 W Bloomington Rd,Champaign,61821,Illinois,40.1335454,-88.2600871,2.9,1637.0,559.0,182.0,190.0,291.0,415.0,455,OPERATIONAL,$,True
ChIJQWKseBjXDIgRglSvCLRC9ZI,Szechuan Taste Champaign LLC,https://www.szechuantastetogo.com/,Chinese restaurant,Campustown,707 S 6th St #105,Champaign,61820,Illinois,40.1096343,-88.2305367,3.9,80.0,13.0,4.0,7.0,9.0,47.0,422,OPERATIONAL,$$,True
ChIJAbCJqpvRDIgRQUQWm8xZ6E0,Flying Monkey Cafe,http://curtisorchard.com/flyingmonkeycafe/,American restaurant,,3902 S Duncan Rd,Champaign,61822,Illinois,40.0638502,-88.2937096,4.3,33.0,1.0,3.0,2.0,6.0,21.0,145,OPERATIONAL,,True
ChIJ067wtg7aDIgREuSU2hpstE8,Culver’s,http://www.culvers.com/restaurants/champaign-marketview?utm_source=Google,American restaurant,,903 W Marketview Dr,Champaign,61822,Illinois,40.1378045,-88.2596923,4.4,1472.0,51.0,40.0,122.0,386.0,873.0,154,OPERATIONAL,$,True
ChIJoYZseiHRDIgRPciRQZEOMmA,Dave's Hot Chicken,http://www.daveshotchicken.com/,Chicken restaurant,,2009 S Neil St,Champaign,61820,Illinois,40.0916797,-88.2462324,4.7,395.0,11.0,8.0,12.0,12.0,352.0,111,OPERATIONAL,$$,True
ChIJ81VRhnXRDIgR_WC4f3ThlX4,Hickory River Smokehouse,https://www.hickoryriver.com/locations/illinois/champaign/overview.html,Barbecue restaurant,,3514 Fields S Dr,Champaign,61822,Illinois,40.0702166,-88.309044,4.4,131.0,6.0,5.0,8.0,25.0,87.0,99,OPERATIONAL,,True
ChIJNerTEGDQDIgRQfxsFUACwW8,El Toro Bravo,http://www.eltororestaurante.com/,Mexican restaurant,,2561 W Springfield Ave,Champaign,61821,Illinois,40.1123341,-88.2897911,4.2,953.0,67.0,32.0,89.0,224.0,541.0,249,OPERATIONAL,$$,True
ChIJF_HydqTRDIgRMKTCTs0WY2A,Tasty Wings & Sandwiches,,Chicken wings restaurant,,1702 W Bradley Ave,Champaign,61821,Illinois,40.1277618,-88.2749023,4.4,115.0,9.0,0.0,6.0,18.0,82.0,90,OPERATIONAL,$$,True
ChIJaSxnd7DRDIgR6EuQnIGvBGg,Jupiter's At The Crossing,https://www.jupitersatcrossing.com/,Pizza restaurant,,2511 Village Green Pl,Champaign,61822,Illinois,40.0817604,-88.2966995,4.1,1642.0,106.0,72.0,190.0,471.0,803.0,379,OPERATIONAL,$$,True
ChIJayGWJj_XDIgRTvFhL-ZEteE,Kung Fu BBQ,http://www.kungfuhotpot.us/,Hot pot restaurant,Campustown,510 E John St,Champaign,61820,Illinois,40.109363,-88.230861,3.3,200.0,67.0,7.0,13.0,27.0,86.0,308,OPERATIONAL,$$,True
ChIJb9PctI_QDIgR3pMdYBJWeL4,Pizza Hut,https://locations.pizzahut.com/il/champaign/409-n-mattis-ave?utm_medium=organic,Pizza delivery,,409 N Mattis Ave,Champaign,61821,Illinois,40.120206,-88.2772879,3.8,437.0,75.0,15.0,55.0,85.0,207.0,75,OPERATIONAL,$,True
ChIJc2f03hTRDIgRj7ZGgGO4M9o,China King,http://www.chinakingchampaignil.com/,Chinese restaurant,,2145 S Neil St,Champaign,61820,Illinois,40.0878271,-88.2481718,4.0,46.0,5.0,3.0,4.0,8.0,26.0,30,OPERATIONAL,$,True
ChIJ560kGPnZDIgRsM3VlsskqsI,Panera Bread,https://www.panerabread.com/en-us/cafe/locations/il/champaign/1903-convenience-place?utm_medium=local,Cafe,,1903 Convenience Pl,Champaign,61820,Illinois,40.138507,-88.243173,4.0,1024.0,100.0,52.0,105.0,279.0,488.0,399,OPERATIONAL,$$,True
ChIJJ_YPwjfXDIgRGc295rEtFFA,Garcia's Pizza In A Pan,https://garciaspizzainapanchampaign.com/6356,Pizza restaurant,,313 N Mattis Ave,Champaign,61821,Illinois,40.1193845,-88.2773008,4.0,385.0,42.0,31.0,38.0,62.0,212.0,97,OPERATIONAL,$,False
ChIJ5Y2Fls7XDIgRXVW179HKv60,Masala Indian House,https://masalaindianhouse.com/,Indian restaurant,,715 S Neil St,Champaign,61820,Illinois,40.1076541,-88.2440144,4.0,74.0,10.0,6.0,4.0,7.0,47.0,115,OPERATIONAL,$,True
ChIJfd90NPvQDIgRlMe2HRX5tmE,Panera Bread,https://www.panerabread.com/en-us/cafe/locations/il/champaign/1765-west-kirby-avenue?utm_medium=local,Cafe,,1765 W Kirby Ave,Champaign,61821,Illinois,40.097838,-88.275366,4.1,590.0,47.0,19.0,57.0,143.0,324.0,335,OPERATIONAL,$$,True
ChIJ2b7YljXXDIgRCelOtJv_RMo,Wingstop,https://www.wingstop.com/location/wingstop-653-champaign-il-61820/menu?y_source=1_NTUyMDY2MzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Chicken wings restaurant,,512 S Neil St,Champaign,61820,Illinois,40.1106955,-88.2429856,3.8,550.0,89.0,38.0,39.0,94.0,290.0,63,OPERATIONAL,$$,True
ChIJM-t_1A7aDIgRBeEpWPCJ7ug,Chipotle Mexican Grill,https://locations.chipotle.com/il/champaign/903-w-anthony-dr?utm_source=google,Mexican restaurant,,903 Anthony Dr,Champaign,61821,Illinois,40.1374911,-88.2586408,3.5,1053.0,234.0,70.0,90.0,212.0,447.0,92,OPERATIONAL,$,True
ChIJ93CHweTQDIgRI6ThPLDXce8,Super Wok,http://www.gosuperwok.com/,Chinese restaurant,,1737 W Kirby Ave,Champaign,61821,Illinois,40.0973207,-88.2752702,4.0,106.0,14.0,4.0,9.0,22.0,57.0,5,OPERATIONAL,$$,True
ChIJQQo7ctrRDIgRyqlOW6ZFukA,Just Yolkin',http://justyolkin.com/,Breakfast restaurant,,2501 Village Green Pl,Champaign,61822,Illinois,40.0820846,-88.296669,3.9,95.0,10.0,7.0,15.0,12.0,51.0,48,OPERATIONAL,$$,False
ChIJi53_Jw_aDIgRdN7oIg6K5IE,Buffalo Wild Wings,https://www.buffalowildwings.com/locations/us/il/champaign/907-west-marketview-drive/sports-bar-318?utm_source=google%20my%20business,Chicken wings restaurant,,907 W Marketview Dr,Champaign,61822,Illinois,40.1377416,-88.2608328,3.9,1351.0,135.0,87.0,176.0,330.0,623.0,315,OPERATIONAL,$$,True
ChIJ359OkXLRDIgRHEWaGJqc2Iw,The Poke Shack,http://www.orderfromtheshack.com/,Poke bar,,3401 Fields S Dr Suite 121,Champaign,61822,Illinois,40.0717353,-88.3102035,4.8,59.0,1.0,1.0,1.0,5.0,51.0,315,OPERATIONAL,$$,True
ChIJa8URarzbDIgRdRyMlAcCOYg,Los Hidalguense Taco Truck,http://orderloshidalguensetacotruck.com/,Mexican restaurant,,1040 W Bloomington Rd,Champaign,61821,Illinois,40.1341329,-88.2619054,4.6,79.0,4.0,1.0,2.0,8.0,64.0,29,OPERATIONAL,$,True
ChIJlXMbrorQDIgRM43iCzjdwjA,KFC,https://locations.kfc.com/il/champaign/2201-west-springfield-avenue,Chicken restaurant,,2201 W Springfield Ave,Champaign,61821,Illinois,40.1125496,-88.2844124,3.1,481.0,112.0,62.0,91.0,86.0,130.0,29,OPERATIONAL,$,True
ChIJbT9gQ4nQDIgR4DfcWkh1XVk,Texas Roadhouse,https://www.texasroadhouse.com/locations/illinois/champaign?utm_source=listing,Steak house,,204 N Country Fair Dr,Champaign,61821,Illinois,40.1179244,-88.2810764,4.5,3649.0,151.0,84.0,182.0,650.0,2582.0,1114,OPERATIONAL,$$,True
ChIJs587tizRDIgRHc87rlEYlV0,Arby's,https://locations.arbys.com/il/champaign/2310-s-neil-st.html?utm_source=google%20my%20business,Fast food restaurant,,2310 S Neil St,Champaign,61820,Illinois,40.0846899,-88.2462779,4.0,590.0,35.0,32.0,89.0,166.0,268.0,29,OPERATIONAL,$,True
ChIJc8nXC9PQDIgR_eVWfH_bzWQ,Vinny's by the slice and More,http://vinnysbytheslice.com/,Pizza restaurant,Campustown,50 E Green St,Champaign,61820,Illinois,40.1105584,-88.2399936,4.2,220.0,17.0,8.0,20.0,43.0,132.0,146,OPERATIONAL,$,True
ChIJQaAvui3XDIgRk9KZg_sUh6U,Yatai Restaurant,https://www.yatai-restaurant.com/,Ramen restaurant,,507 E University Ave,Champaign,61820,Illinois,40.1160172,-88.2311706,4.6,61.0,1.0,3.0,4.0,5.0,48.0,244,OPERATIONAL,,True
ChIJn4BRQRvRDIgRHorst4z0Z8g,ISHI & Kaori’s Oven,,Japanese restaurant,,305 Cedar St,Champaign,61820,Illinois,40.0986926,-88.2470789,4.9,99.0,0.0,1.0,2.0,1.0,95.0,458,OPERATIONAL,,True
ChIJxahhbvDQDIgR85Lc74otOrY,Little Caesars Pizza,https://littlecaesars.com/en-us/store/8007,Pizza restaurant,,1211 S Mattis Ave,Champaign,61821,Illinois,40.1026056,-88.2770082,3.7,482.0,62.0,35.0,75.0,107.0,203.0,42,OPERATIONAL,$,True
ChIJf_14sYzQDIgRbkSa9pwA3_8,Arby's,https://locations.arbys.com/il/champaign/1913-w-springfield-ave.html?utm_source=google%20my%20business,Fast food restaurant,,1913 W Springfield Ave,Champaign,61820,Illinois,40.1124165,-88.2794643,3.9,403.0,36.0,31.0,54.0,113.0,169.0,24,OPERATIONAL,$,True
ChIJsyN5TyvXDIgRwm5HV_tiEpk,Taco Bell,https://locations.tacobell.com/il/champaign/1707-s--neil-street.html?utm_source=yext,Fast food restaurant,,1707 S Neil St,Champaign,61820,Illinois,40.0954404,-88.245572,3.6,648.0,102.0,46.0,97.0,159.0,244.0,181,OPERATIONAL,$,True
ChIJ5SBGU_DQDIgRX3ZDob3oeAc,Subway,https://restaurants.subway.com/united-states/il/champaign/1101-n-mattis-dr?utm_source=yxt-goog,Sandwich shop,,1101 N Mattis Ave,Champaign,61821,Illinois,40.1268507,-88.2775292,4.1,125.0,9.0,7.0,12.0,27.0,70.0,251,OPERATIONAL,$,True
ChIJ1_WtC1zRDIgR5I-93efj5Es,Niro's Gyros founded 1999,https://www.nirosgyrosil.com/,Restaurant,,2001 W Springfield Ave,Champaign,61821,Illinois,40.1125121,-88.2804412,4.0,24.0,4.0,2.0,0.0,2.0,16.0,14,OPERATIONAL,$,True
ChIJi-cbZnTaDIgRiB7-nFoRkl8,McDonald's,https://www.mcdonalds.com/us/en-us/location/IL/CHAMPAIGN/906-BLOOMINGTON-ROAD/35422.html?cid=RF:YXT:GMB::Clicks,Fast food restaurant,,906 W Bloomington Rd,Champaign,61821,Illinois,40.1335155,-88.2595691,3.2,1144.0,286.0,107.0,233.0,182.0,336.0,121,OPERATIONAL,$,True
ChIJm23JWobRDIgRDMXLPTj1pJ0,Goldy’s 2.0,http://goldysbarandgrill.com/,Bar & grill,,123 S Mattis Ave,Champaign,61821,Illinois,40.1158269,-88.278534,4.3,10.0,1.0,0.0,0.0,3.0,6.0,5,OPERATIONAL,,True
ChIJrWwgpI_QDIgRnTRLiGKf3w0,McDonald's,https://www.mcdonalds.com/us/en-us/location/IL/CHAMPAIGN/501-NORTH-MATTIS/2257.html?cid=RF:YXT:GMB::Clicks,Fast food restaurant,,501 N Mattis Ave,Champaign,61821,Illinois,40.120572,-88.277421,3.4,873.0,159.0,85.0,174.0,187.0,268.0,145,OPERATIONAL,$,True
ChIJ2ZwIPAXRDIgR5P5ZG2VHqpA,Pekara Bakery And Bistro,https://www.pekarabistro.com/,Restaurant,,811 W Springfield Ave,Champaign,61820,Illinois,40.1124232,-88.2573424,4.4,295.0,12.0,7.0,13.0,69.0,194.0,167,OPERATIONAL,$$,True
ChIJUVumwYrQDIgR0xmet7NKq_s,Papa Johns Pizza,https://locations.papajohns.com/united-states/il/61821/champaign/2104a-w-springfield-ave?utm_source=gmb,Pizza restaurant,,2104A W Springfield Ave Ste A,Champaign,61821,Illinois,40.1131894,-88.2837447,3.6,165.0,36.0,10.0,15.0,25.0,79.0,67,OPERATIONAL,$,True
ChIJba-oNovQDIgRrCtY42frZ4s,Burger King,https://burgerking.com/store-locator/store/restaurant_168,Restaurant,,2105 W Springfield Ave,Champaign,61821,Illinois,40.112516,-88.2814936,3.3,400.0,87.0,45.0,76.0,64.0,128.0,44,OPERATIONAL,$,True
ChIJVTCtL43QDIgRG9bzgsGOGqs,Jimmy John's,https://locations.jimmyjohns.com/il/champaign/sandwiches-9039.html?utm_source=google%20my%20business,Sandwich shop,,1801 W Springfield Ave,Champaign,61821,Illinois,40.1125,-88.2772222,4.2,174.0,14.0,5.0,14.0,33.0,108.0,22,OPERATIONAL,$,True
ChIJVaZxVYPQDIgRydNDN-znKU8,Domino's Pizza,https://www.dominos.com/en/?utm_source=google,Pizza delivery,,1301 N Prospect Ave,Champaign,61821,Illinois,40.1292796,-88.2583216,3.0,325.0,128.0,15.0,27.0,31.0,124.0,51,OPERATIONAL,$,True
ChIJJ69YEWrRDIgRhFPEpnxewuw,Niro's Gyros,https://www.nirosgyroskirby.com/,Gyro restaurant,,401 W Kirby Ave,Champaign,61820,Illinois,40.0978039,-88.2484679,4.4,140.0,9.0,7.0,3.0,17.0,104.0,39,OPERATIONAL,$$,True
ChIJ7YuBxuTQDIgRem0SiIHyfxg,Papa Murphy's | Take 'N' Bake Pizza,https://locations.papamurphys.com/il/champaign/1753-west-kirby-avenue?utm_source=organic,Pizza restaurant,,1753 W Kirby Ave,Champaign,61821,Illinois,40.0972539,-88.275864,4.3,96.0,5.0,4.0,8.0,20.0,59.0,95,OPERATIONAL,$,True
ChIJZ7MnRLDRDIgRFucc-LFQFU4,Subway,https://restaurants.subway.com/united-states/il/champaign/2409-village-green-place?utm_source=yxt-goog,Sandwich shop,,2409 Village Green Pl,Champaign,61822,Illinois,40.0835922,-88.2967546,4.3,92.0,6.0,3.0,11.0,7.0,65.0,222,OPERATIONAL,$,True
ChIJUe9O52vRDIgRPntoFiBXW0g,One-T's Cornerpocket,,Bar & grill,,123 S Mattis Ave,Champaign,61821,Illinois,40.1155264,-88.2784911,4.4,92.0,2.0,5.0,4.0,20.0,61.0,45,OPERATIONAL,,False
ChIJL-BXEfvQDIgR-L8F1v1RI8w,Domino's Pizza,https://www.dominos.com/en/?utm_source=google,Pizza delivery,,1803 W Kirby Ave,Champaign,61821,Illinois,40.0972265,-88.2768184,3.9,191.0,32.0,8.0,15.0,25.0,111.0,72,OPERATIONAL,$,True
ChIJg2R7uCzXDIgR08NevAOyW8A,McDonald's,https://www.mcdonalds.com/us/en-us/location/IL/CHAMPAIGN/1605-S-NEIL/1018.html?cid=RF:YXT:GMB::Clicks,Fast food restaurant,,1605 S Neil St,Champaign,61820,Illinois,40.0975207,-88.245239,3.3,1319.0,306.0,107.0,227.0,286.0,393.0,159,OPERATIONAL,$,True
ChIJg00_vz7RDIgRJyxKRihytHk,Picadeli,http://www.picadeli.us/,Salad shop,,109 N Mattis Ave,Champaign,61821,Illinois,40.1170124,-88.2788105,,,,,,,,4,OPERATIONAL,,True
ChIJuWNMoJXRDIgR55BDs4b5TSI,Guerrero Azteca Taco Truck,https://www.facebook.com/profile.php?id=100089346161766,Mexican restaurant,,2202 W John St,Champaign,61821,Illinois,40.1098015,-88.2831503,5.0,20.0,0.0,0.0,0.0,0.0,20.0,5,OPERATIONAL,$,False
ChIJRx9g3FHQDIgRntgYBQdJT50,McDonald's,https://www.mcdonalds.com/us/en-us/location/IL/CHAMPAIGN/2909-W-KIRBY-AVE/15879.html?cid=RF:YXT:GMB::Clicks,Fast food restaurant,,2909 W Kirby Ave,Champaign,61821,Illinois,40.0979179,-88.293893,3.2,750.0,184.0,77.0,135.0,143.0,211.0,164,OPERATIONAL,$,True
ChIJB0z_04zQDIgRID33HNPoZNU,Jet's Pizza,https://www.jetspizza.com/stores/illinois/champaign/1907-w-springfield-ave/?utm_source=GMB,Pizza restaurant,,1907 W Springfield Ave a,Champaign,61821,Illinois,40.112486,-88.278108,4.1,309.0,42.0,8.0,19.0,49.0,191.0,72,OPERATIONAL,$,True
ChIJ2U2Y3CnZDIgRzo5afKYlbjg,Betsy's Bistro,https://www.hendrickhouse.com/catering/,Caterer,,801 W Killarney St,Urbana,61801,Illinois,40.1324548,-88.2173273,3.7,3.0,1.0,0.0,0.0,0.0,2.0,11,OPERATIONAL,,True
ChIJsZovYjrXDIgRtzcmjvZISK0,Ikenberry Dining Center,https://housing.illinois.edu/dine/locations,Student housing center,,301 E Gregory Dr,Champaign,61820,Illinois,40.1037998,-88.235393,4.0,196.0,9.0,10.0,33.0,58.0,86.0,94,OPERATIONAL,,False
ChIJgVr1CfvQDIgRa-4_Hn-dmBw,Jimmy John's,https://locations.jimmyjohns.com/il/champaign/sandwiches-9015.html?utm_source=google%20my%20business,Sandwich shop,,1811 W Kirby Ave,Champaign,61821,Illinois,40.09747,-88.276986,4.1,263.0,27.0,10.0,24.0,51.0,151.0,14,OPERATIONAL,$,True
ChIJ785ibBrXDIgRYEF0EQbmYoU,Pennsylvania Avenue (PAR) Dining Hall,https://housing.illinois.edu/dine/locations,Cafeteria,,906 W College Ct,Urbana,61801,Illinois,40.0997997,-88.2206359,4.3,126.0,4.0,4.0,14.0,31.0,73.0,30,OPERATIONAL,,False
ChIJjTNVZ0XRDIgR-s58b46R2fw,Dunkin',https://locations.dunkindonuts.com/en/il/champaign/2006-w-springfield-ave/358271?utm_source=google,Coffee shop,,2006 W Springfield Ave,Champaign,61821,Illinois,40.1132615,-88.2819799,3.6,221.0,48.0,14.0,17.0,39.0,103.0,39,OPERATIONAL,$,True
ChIJY13PFiXRDIgROZBxSRkHU78,Outback Steakhouse,https://locations.outback.com/illinois/champaign/2402-north-prospect-avenue?utm_source=gmb,Steak house,,2402 N Prospect Ave,Champaign,61822,Illinois,40.1449468,-88.2572403,4.3,1751.0,81.0,80.0,150.0,399.0,1041.0,449,OPERATIONAL,$$,True
ChIJd-fDXkzXDIgR0P4LX3uTnk8,Ko Fusion,http://www.kofusion.com/,Asian fusion restaurant,Downtown Champaign,30 E Main St,Champaign,61820,Illinois,40.1176269,-88.2423533,4.3,1074.0,72.0,33.0,73.0,201.0,695.0,580,OPERATIONAL,$$$,True
ChIJJw__lE7XDIgRkas9FlWzcMM,Black Dog Smoke & Ale House,http://www.blackdogchampaign.com/,Barbecue restaurant,Downtown Champaign,320 N Chestnut St,Champaign,61820,Illinois,40.1179068,-88.2402378,4.6,3139.0,58.0,66.0,153.0,518.0,2344.0,1332,OPERATIONAL,$$,True
ChIJD5VSABHaDIgRO2H6CF1qgQ8,Oishi Hibachi Steakhouse,http://www.oishichampaign.com/,Asian restaurant,,2501 N Prospect Ave,Champaign,61822,Illinois,40.1451658,-88.2584547,4.2,1107.0,83.0,47.0,83.0,253.0,641.0,411,OPERATIONAL,$$,True
ChIJ90b5q6fQDIgRYOqwFsv57zA,Dos Reales Mexican Restaurant,,Mexican restaurant,,1407 N Prospect Ave,Champaign,61820,Illinois,40.1299003,-88.2583358,4.5,2257.0,60.0,44.0,148.0,440.0,1565.0,696,OPERATIONAL,$$,True
ChIJhShX-dzbDIgRT0n4hqTbSlo,Naf Naf Grill,https://www.nafnafgrill.com/,Middle Eastern restaurant,,2502 N Prospect Ave,Champaign,61822,Illinois,40.1457878,-88.2573866,4.2,221.0,20.0,10.0,12.0,35.0,144.0,116,OPERATIONAL,$,True
ChIJN6NSqwjaDIgR_R0VCwg9q_I,Chinatown Buffet,,Buffet restaurant,,713 W Marketview Dr,Champaign,61822,Illinois,40.1373335,-88.2560612,4.0,1712.0,134.0,96.0,236.0,456.0,790.0,425,OPERATIONAL,$,False
ChIJuSZBzBraDIgRvPtXR92PgdY,Denny's,https://locations.dennys.com/IL/CHAMPAIGN/248655?utm_source=yext,Diner,,702 W Town Center Blvd,Champaign,61822,Illinois,40.1432615,-88.2547939,3.7,1827.0,270.0,148.0,238.0,356.0,815.0,587,OPERATIONAL,$,True
ChIJUz9lJhfaDIgRS6T2PUpdrtM,Panda Express,https://www.pandaexpress.com/locations/il/champaign/1618,Chinese restaurant,,2521 N Prospect Ave,Champaign,61822,Illinois,40.1459819,-88.2585096,4.2,660.0,47.0,23.0,62.0,163.0,365.0,52,OPERATIONAL,$,True
