name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Charming & bohemic 1 bedroom flat,Skarpnäcks,Entire home/apt,1.0,1.0,2,3,700.0,359,71,95.0,59.298080000000006,18.09049,1
Spacious safe scenic near Stockholm,Älvsjö,Entire home/apt,2.0,1.5,6,2,895.0,364,119,96.0,59.273469999999996,17.958,1
Charming flat in the Garden-suburb,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.0,3,4,800.0,59,45,97.0,59.285140000000006,18.086389999999998,0
Nice big room,Enskede-Årsta-Vantörs,Private room,1.0,1.0,2,1,400.0,300,32,94.0,59.26262,18.03856,1
2 room apmt central Sthlm,Kungsholmens,Entire home/apt,1.0,1.5,3,4,1229.0,178,32,97.0,59.32695,18.03489,0
Two rooms with balcony in Sofo,Södermalms,Entire home/apt,1.0,1.0,2,30,906.0,56,33,99.0,59.310919999999996,18.08144,0
Bright Mini studio in Hornstull,Södermalms,Entire home/apt,1.0,1.5,2,4,450.0,269,75,94.0,59.31924,18.02834,0
Lovely Apartment Central Stockholm,Östermalms,Entire home/apt,3.0,1.5,5,4,2900.0,359,127,97.0,59.344530000000006,18.08507,0
Quiet Oasis Near Central Stockholm,Hägersten-Liljeholmens,Entire home/apt,4.0,2.5,9,3,2895.0,296,78,99.0,59.29254,17.95062,1
OPEN (70m2) SUNNY SOFO FLAT for 4 with BALCONY!,Södermalms,Entire home/apt,1.0,1.0,4,3,789.0,42,37,98.0,59.310480000000005,18.08147,0
Central apartement in Stockholm!,Norrmalms,Entire home/apt,1.0,1.5,2,4,800.0,117,13,93.0,59.348330000000004,18.05969,0
Big bright bedroom!,Skarpnäcks,Private room,1.0,1.5,1,1,400.0,89,39,96.0,59.265190000000004,18.13065,0
A Studio at Mariaberget,Södermalms,Private room,1.0,1.0,2,3,750.0,308,152,97.0,59.32094,18.056739999999998,1
Great attic quiet apt in SthlmCity,Norrmalms,Entire home/apt,3.0,2.0,5,28,1380.0,363,23,97.0,59.342369999999995,18.03003,0
Big room for 1-2w/ private balcony,Kungsholmens,Private room,1.0,1.0,3,2,598.0,87,420,84.0,59.33115,18.032410000000002,0
"'Where thou art, that is home.'",Skarpnäcks,Entire home/apt,2.0,1.0,4,2,1050.0,177,14,100.0,59.30105,18.12735,0
Room in Gärdet for 1-2 people,Östermalms,Private room,1.0,1.5,1,1,450.0,0,130,98.0,59.34636,18.110329999999998,0
"Modern&homely apt in Södermalm,SoFo",Södermalms,Entire home/apt,1.0,1.0,2,6,1000.0,363,75,97.0,59.31449,18.08605,0
Cozy room on Kungsholmen,Kungsholmens,Private room,1.0,1.5,2,3,400.0,5,443,96.0,59.33699,18.00303,1
Rooftop townhouse in Stockholm City,Norrmalms,Entire home/apt,4.0,2.0,6,4,3000.0,0,24,98.0,59.33282,18.05829,0
Södermalm - outstanding view,Södermalms,Entire home/apt,2.0,1.0,3,3,950.0,3,14,97.0,59.310159999999996,18.05401,0
Room for rental in Stockholm,Skarpnäcks,Private room,1.0,1.0,2,2,544.0,365,32,96.0,59.27401999999999,18.13351,0
Charming top floor ap with balcony,Kungsholmens,Entire home/apt,1.0,1.5,3,3,1100.0,146,26,88.0,59.3328,18.03281,0
Amazing house 10min walk from Tele2 Arena,Enskede-Årsta-Vantörs,Entire home/apt,3.0,2.0,6,3,1500.0,173,64,95.0,59.28009,18.060470000000002,1
Elegant flat in the city heart,Norrmalms,Entire home/apt,1.0,1.0,4,3,1900.0,363,17,99.0,59.34539,18.05317,0
Single bed at the lock of Stockholm,Södermalms,Private room,1.0,1.0,1,3,569.0,88,72,99.0,59.32121,18.07116,0
"Close to Nytorget, Södermalm",Södermalms,Entire home/apt,3.0,2.5,6,2,1690.0,59,94,98.0,59.310109999999995,18.08407,1
Idyllic apartment in central Stockh,Östermalms,Entire home/apt,1.0,1.0,2,90,700.0,365,24,95.0,59.34332,18.0688,0
High standard-seawiew with garden!,Kungsholmens,Entire home/apt,2.0,1.0,3,4,1500.0,0,22,96.0,59.324259999999995,17.990779999999997,0
Sunny Södermalm - central family apartment!,Södermalms,Entire home/apt,2.0,1.0,4,4,1600.0,13,50,95.0,59.311730000000004,18.062089999999998,1
Trendy and stylish Södermalm,Södermalms,Private room,1.0,1.0,2,3,900.0,243,145,99.0,59.31483000000001,18.05965,1
Härlig lägenhet i Hornstull,Södermalms,Entire home/apt,1.0,1.5,2,1,700.0,300,13,98.0,59.3162,18.02883,0
Topmodern apartment in trendy Söder,Södermalms,Entire home/apt,5.0,1.5,4,4,2990.0,331,48,97.0,59.32025,18.03761,0
Nice townhouse close to Stockholm C,Hägersten-Liljeholmens,Entire home/apt,4.0,2.0,8,3,2014.0,250,26,93.0,59.302640000000004,17.96809,0
"#1 spot: room for 2, SUNNY BALCONY!",Kungsholmens,Private room,1.0,1.0,3,2,550.0,87,395,82.0,59.330980000000004,18.03165,0
Room in central Stockholm Södermalm,Södermalms,Private room,1.0,1.0,2,4,586.0,0,61,94.0,59.310340000000004,18.06671,1
"B&B i Centrala Södermalm,Stockholm",Södermalms,Private room,1.0,1.0,2,1,800.0,365,97,83.0,59.31162,18.05702,0
Nice room close to downtown,Skarpnäcks,Private room,1.0,1.0,2,2,450.0,269,88,95.0,59.295359999999995,18.09352,1
Quiet peaceful apt at Mariatorget,Södermalms,Entire home/apt,1.0,1.0,2,3,1500.0,173,26,100.0,59.311119999999995,18.06632,0
"Stockholm, Östermalm w yard & hen!",Östermalms,Entire home/apt,3.0,1.5,5,6,3000.0,364,23,99.0,59.35533,18.098679999999998,0
"Very small room, very central",Kungsholmens,Private room,1.0,1.0,1,2,600.0,365,32,99.0,59.3299,18.02925,1
,Skarpnäcks,Entire home/apt,3.0,1.0,7,3,2200.0,264,55,99.0,59.284569999999995,18.11905,1
Newly renovated and close to metro.,Skarpnäcks,Private room,1.0,1.0,2,2,300.0,362,184,96.0,59.26693,18.13215,0
Ett rum i min mysiga lägenhet,Skarpnäcks,Private room,1.0,1.0,2,2,450.0,362,92,96.0,59.2764,18.13406,1
Stockholm! Lovely central attic apt,Södermalms,Entire home/apt,1.0,1.0,2,3,1500.0,87,18,98.0,59.31919,18.05857,0
"Huge and Beautiful 3BR, Center of Stockholm",Norrmalms,Entire home/apt,3.0,1.5,5,3,980.0,148,57,94.0,59.344280000000005,18.035510000000002,0
1909's charming house with garden,Enskede-Årsta-Vantörs,Entire home/apt,3.0,1.5,6,4,1740.0,0,17,98.0,59.285059999999994,18.090989999999998,0
Lugnt läge nära pulsen,Hägersten-Liljeholmens,Entire home/apt,1.0,1.0,2,4,750.0,362,18,100.0,59.307269999999995,18.020210000000002,0
Student room(1) Stockholm City 15min to C-station,Hägersten-Liljeholmens,Private room,1.0,1.5,1,90,171.0,191,11,96.0,59.30522,17.97684,0
New renovated old town apartment,Södermalms,Entire home/apt,1.0,1.0,4,3,1200.0,18,148,93.0,59.32441,18.07037,0
Incredible view from apartment!,Södermalms,Entire home/apt,4.0,1.0,4,2,2900.0,178,29,99.0,59.31762,18.07426,0
Great room & 10 minutes t downtown,Bromma,Private room,1.0,1.0,2,2,280.0,321,58,92.0,59.33606999999999,17.98611,0
Stay in the unique Old town!,Södermalms,Entire home/apt,1.0,1.0,4,3,1690.0,54,197,95.0,59.32323,18.07345,1
Nice room in the very city,Norrmalms,Private room,1.0,1.0,2,2,575.0,0,262,95.0,59.33823,18.053910000000002,1
Exclusive topfloor appartment.,Södermalms,Entire home/apt,1.0,1.0,3,2,1500.0,147,98,99.0,59.31139,18.08233,1
Bright flat in the heart of Södermalm,Södermalms,Entire home/apt,1.0,1.0,2,10,935.0,361,34,96.0,59.32504,18.05903,0
"HUGE room, very heart of Stockholm!",Kungsholmens,Private room,1.0,1.0,4,2,630.0,87,457,87.0,59.331680000000006,18.03015,0
Room for two in Hornstull,Hägersten-Liljeholmens,Private room,1.0,1.0,1,2,600.0,269,50,96.0,59.3052,18.01324,0
Nice & cosy 2-room apt in Södermalm,Södermalms,Entire home/apt,1.0,1.5,2,14,699.0,54,105,95.0,59.31231,18.078570000000003,1
Södermalm - Close to everything!,Södermalms,Entire home/apt,1.0,1.0,6,2,1600.0,180,117,93.0,59.30923000000001,18.0677,1
Rooms with double beds,Södermalms,Private room,1.0,1.0,2,2,790.0,365,177,97.0,59.31896999999999,18.06476,1
Cozy room close to city,Kungsholmens,Private room,1.0,1.5,1,30,200.0,272,107,98.0,59.337340000000005,18.0036,1
Double room with private bathroom,Södermalms,Private room,1.0,1.0,2,2,720.0,365,197,96.0,59.31731,18.056829999999998,0
"Big beautiful apartment, Stockholm",Södermalms,Entire home/apt,4.0,2.0,8,6,3400.0,208,28,96.0,59.316219999999994,18.07466,0
Apartment with balcony in SoFo,Södermalms,Entire home/apt,1.0,1.0,3,2,1100.0,0,24,97.0,59.315509999999996,18.086129999999997,0
"Spacious apartment, great location.",Södermalms,Entire home/apt,1.0,1.0,2,1,2100.0,364,16,94.0,59.318430000000006,18.03438,0
Quiet room nearby nature and town with breakfast,Skärholmens,Entire home/apt,1.0,1.5,2,2,450.0,365,84,97.0,59.29223,17.926270000000002,1
Cosy place near nature and town incl ecobreakfast,Skärholmens,Private room,1.0,1.5,2,2,450.0,365,54,95.0,59.29391,17.927229999999998,1
Large bright family apartment,Södermalms,Entire home/apt,3.0,1.5,6,7,2700.0,68,50,96.0,59.31961,18.03866,0
Charming apt for couple or family,Hägersten-Liljeholmens,Entire home/apt,3.0,1.0,5,5,1000.0,66,57,98.0,59.30206,18.007260000000002,1
"Central Sodermalm Stockholm, WIFI - design - clean",Södermalms,Entire home/apt,1.0,1.0,3,3,2504.0,363,91,96.0,59.31363,18.0943,1
Modern home next to Stureplan,Norrmalms,Entire home/apt,2.0,1.5,3,90,1500.0,1,101,97.0,59.33691999999999,18.06768,1
Stockholm house close to fair/town,Enskede-Årsta-Vantörs,Entire home/apt,6.0,2.5,15,2,2400.0,318,201,96.0,59.26987,18.06235,0
Charming and spacious with balcony,Södermalms,Entire home/apt,3.0,1.0,4,1,2143.0,115,74,97.0,59.31126,18.063270000000003,1
Bright spacious room with a view,Södermalms,Private room,1.0,1.5,2,3,600.0,365,43,96.0,59.31908000000001,18.04533,0
Designflat in heart of Sodermalm,Södermalms,Entire home/apt,1.0,1.5,5,2,1501.0,0,39,96.0,59.318490000000004,18.03087,0
Room - 1 person. Exclusive city center apartment,Norrmalms,Private room,1.0,2.0,1,2,600.0,0,75,99.0,59.335,18.07341,1
Compact living in Södermalm - SoFo,Södermalms,Entire home/apt,1.0,1.0,2,3,942.0,302,56,99.0,59.30933,18.08036,0
Lovely room - great location!,Kungsholmens,Private room,1.0,1.0,2,3,599.0,365,68,98.0,59.32921999999999,18.028129999999997,0
"Lummigt, lugnt och Citynära",Älvsjö,Entire home/apt,4.0,2.0,6,5,1000.0,55,17,96.0,59.27697,17.9715,0
Center Studio Apartment,Norrmalms,Entire home/apt,1.0,1.0,2,2,699.0,358,39,89.0,59.340109999999996,18.06212,0
Amazing 3 BR.Perfect for families!,Södermalms,Entire home/apt,3.0,1.0,4,3,2114.0,354,94,100.0,59.31349,18.06174,1
Charming house close to city centre,Bromma,Entire home/apt,4.0,2.0,6,3,1950.0,307,25,98.0,59.34652,17.9043,0
Close to city & nature. Calm area.,Hägersten-Liljeholmens,Private room,1.0,1.5,1,30,312.0,147,10,96.0,59.30934,17.98834,0
Modern 4 room apartment Stockholm,Kungsholmens,Entire home/apt,2.0,1.0,4,2,1602.0,356,12,100.0,59.338359999999994,18.008029999999998,0
Bright cozy room in Stockholm!,Farsta,Private room,1.0,1.0,2,2,333.0,255,90,95.0,59.26107,18.07886,1
Studio at Östermalm,Östermalms,Entire home/apt,1.0,1.0,2,3,426.0,280,255,96.0,59.33563,18.10109,1
Green Room in Monica´s palace,Rinkeby-Tensta,Private room,1.0,1.0,1,60,162.0,116,40,96.0,59.3858,17.924770000000002,1
"Apartment Södermalm, Stockholm",Södermalms,Entire home/apt,2.0,1.0,3,2,1600.0,101,19,100.0,59.318619999999996,18.058329999999998,0
Spacious and comfortable room in central Stockholm,Norrmalms,Private room,1.0,1.0,2,3,530.0,0,97,95.0,59.34888,18.04441,1
Magic Trendy City Flat &lt;3,Södermalms,Entire home/apt,1.0,1.0,3,1,999.0,365,169,94.0,59.30769,18.082639999999998,0
Centrally located for 3 ( possible 4 ) people,Kungsholmens,Entire home/apt,1.0,1.0,3,3,2000.0,365,13,95.0,59.3363,18.02424,0
Waterfront appartment city center,Södermalms,Entire home/apt,1.0,1.5,4,4,900.0,22,30,98.0,59.31964,18.03323,0
Studio Apartment with Patio,Kungsholmens,Entire home/apt,1.0,1.0,3,5,900.0,363,52,98.0,59.33373,18.0289,0
Fun and Vibrant Apartment on Artsy Södermalm Island,Södermalms,Entire home/apt,1.0,1.0,2,30,2000.0,205,11,95.0,59.318569999999994,18.07425,1
"Modern, lovely view of Stockholm",Södermalms,Entire home/apt,3.0,1.5,6,2,3022.0,358,67,99.0,59.32003,18.05569,0
Central fin lägenhet med balkong,Kungsholmens,Entire home/apt,1.0,1.5,2,7,900.0,351,40,93.0,59.337309999999995,18.0243,0
Charming 4-bedroom apt Sthlm City,Norrmalms,Entire home/apt,4.0,2.0,6,2,2664.0,1,53,99.0,59.33671,18.05345,0
Spacious apartment close to SOFO & Stockholm City,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.0,4,1,2300.0,365,16,96.0,59.29681,18.07818,0
Waterfront apt. close to Södermalm,Hägersten-Liljeholmens,Entire home/apt,2.0,1.5,2,3,975.0,364,23,98.0,59.31864,18.00507,0
Private apartment in the heart of Södermalm,Södermalms,Entire home/apt,2.0,1.5,3,3,3500.0,26,106,98.0,59.31476,18.06028,1
A charming 3 bedrooms flat,Östermalms,Entire home/apt,3.0,1.0,5,3,1900.0,358,20,99.0,59.33725,18.09982,0
Spacious 3 room apt on Södermalm,Södermalms,Entire home/apt,2.0,1.0,4,2,2100.0,365,33,98.0,59.30761999999999,18.06604,0
"A one-of-a-kind apartment, overlooking the park",Norrmalms,Entire home/apt,3.0,1.5,4,4,1850.0,29,26,100.0,59.342290000000006,18.04383,0
Charming apartment in Södermalm,Södermalms,Entire home/apt,1.0,1.0,2,3,1026.0,365,298,94.0,59.318130000000004,18.06075,1
Cozy & clean apartment Stockholm,Skarpnäcks,Entire home/apt,1.0,1.0,2,3,630.0,0,14,93.0,59.295609999999996,18.109389999999998,0
Charming apartment Stockholm Södermalm,Södermalms,Entire home/apt,1.0,1.0,2,3,1500.0,332,17,100.0,59.31585,18.063470000000002,0
"Central city, child friendly",Norrmalms,Private room,1.0,1.5,2,1,900.0,364,38,92.0,59.34806999999999,18.044829999999997,0
Clean & tranquil close to metro.,Farsta,Entire home/apt,1.0,1.5,2,1,697.0,178,21,93.0,59.267269999999996,18.07421,0
Trendy city apartment with sea view,Kungsholmens,Entire home/apt,3.0,1.5,5,7,2900.0,51,37,99.0,59.3277,18.03949,0
2 bedroom apparment - small family,Kungsholmens,Entire home/apt,2.0,1.0,3,5,1259.0,363,15,92.0,59.339169999999996,18.00592,0
Best location - Close to everything,Bromma,Private room,1.0,1.0,2,3,480.0,0,153,91.0,59.33605,17.98576,0
